Song,Artist,Date,Streams,Rank,Country
Right Through Me,DAY6 (Even of Day),2021-07-18,"2,085",93,"Korea, Republic of"
Mood (feat. iann dior),24kGoldn,2021-07-18,"2,081",94,"Korea, Republic of"
Our Song,"Anne-Marie, Niall Horan",2021-07-18,"2,067",95,"Korea, Republic of"
working,"Tate McRae, Khalid",2021-07-18,"2,066",96,"Korea, Republic of"
Mikrokosmos,BTS,2021-07-18,"2,053",97,"Korea, Republic of"
Filter,BTS,2021-07-18,"2,034",98,"Korea, Republic of"
Off My Face,Justin Bieber,2021-07-18,"2,011",99,"Korea, Republic of"
Coin,IU,2021-07-18,"2,000",100,"Korea, Republic of"
사이렌,homieduel,2021-07-18,"1,995",101,"Korea, Republic of"
up to me,LANY,2021-07-18,"1,984",102,"Korea, Republic of"
METEOR,CHANGMO,2021-07-18,"1,982",103,"Korea, Republic of"
Timeless,SG Wannabe,2021-07-18,"1,964",104,"Korea, Republic of"
Fly To My Room,BTS,2021-07-18,"1,954",105,"Korea, Republic of"
I Like Me Better,Lauv,2021-07-18,"1,885",106,"Korea, Republic of"
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2021-07-18,"1,884",107,"Korea, Republic of"
Gone,ROSÉ,2021-07-18,"1,877",108,"Korea, Republic of"
Memories,Maroon 5,2021-07-18,"1,846",109,"Korea, Republic of"
Yellow Cab,DPR LIVE,2021-07-18,"1,835",110,"Korea, Republic of"
34+35,Ariana Grande,2021-07-18,"1,828",111,"Korea, Republic of"
Psycho,Red Velvet,2021-07-18,"1,827",112,"Korea, Republic of"
Make it,2PM,2021-07-18,"1,822",113,"Korea, Republic of"
I CAN'T STOP ME,TWICE,2021-07-18,"1,797",114,"Korea, Republic of"
for lovers who hesitate,JANNABI,2021-07-18,"1,788",115,"Korea, Republic of"
Dolphin,OH MY GIRL,2021-07-18,"1,785",116,"Korea, Republic of"
RAPSTAR,Polo G,2021-07-18,"1,771",117,"Korea, Republic of"
DNA,BTS,2021-07-18,"1,769",118,"Korea, Republic of"
Love Again,Dua Lipa,2021-07-18,"1,749",119,"Korea, Republic of"
Holy (feat. Chance The Rapper),Justin Bieber,2021-07-18,"1,746",120,"Korea, Republic of"
Hold my hand,IU,2021-07-18,"1,731",121,"Korea, Republic of"
Yonaguni,Bad Bunny,2021-07-18,"1,728",122,"Korea, Republic of"
Panorama,IZ*ONE,2021-07-18,"1,726",123,"Korea, Republic of"
Little Bit of Love,Tom Grennan,2021-07-18,"1,717",124,"Korea, Republic of"
Square (2017),Yerin Baek,2021-07-18,"1,712",125,"Korea, Republic of"
"10,000 Hours (with Justin Bieber)",Dan + Shay,2021-07-18,"1,710",126,"Korea, Republic of"
positions,Ariana Grande,2021-07-18,"1,699",127,"Korea, Republic of"
Ah puh,IU,2021-07-18,"1,687",128,"Korea, Republic of"
You,"Regard, Troye Sivan, Tate McRae",2021-07-18,"1,682",129,"Korea, Republic of"
double take,dhruv,2021-07-18,"1,678",130,"Korea, Republic of"
Savage Love (Laxed – Siren Beat) [BTS Remix],"Jawsh 685, Jason Derulo",2021-07-18,"1,638",131,"Korea, Republic of"
dancing in the kitchen,LANY,2021-07-18,"1,638",132,"Korea, Republic of"
Black Swan,BTS,2021-07-18,"1,630",133,"Korea, Republic of"
WHAT WOULD YOU DO? (feat. Pink Sweat$),HONNE,2021-07-18,"1,627",134,"Korea, Republic of"
"How can I love the heartbreak, you're the one I love",AKMU,2021-07-18,"1,608",135,"Korea, Republic of"
Wild Side (feat. Cardi B),Normani,2021-07-18,"1,604",136,"Korea, Republic of"
Shape of You,Ed Sheeran,2021-07-18,"1,602",137,"Korea, Republic of"
Pretty Savage,BLACKPINK,2021-07-18,"1,599",138,"Korea, Republic of"
Strawberries & Cigarettes,Troye Sivan,2021-07-18,"1,596",139,"Korea, Republic of"
夜に駆ける,YOASOBI,2021-07-18,"1,593",140,"Korea, Republic of"
Anti-Romantic,TOMORROW X TOGETHER,2021-07-18,"1,584",141,"Korea, Republic of"
Life Is Still Going On,NCT DREAM,2021-07-18,"1,583",142,"Korea, Republic of"
Maniac,Conan Gray,2021-07-18,"1,582",143,"Korea, Republic of"
Reckless,Madison Beer,2021-07-18,"1,582",144,"Korea, Republic of"
VVS,"Mirani, Munchman, Khundi Panda, MUSHVENOM, JUSTHIS",2021-07-18,"1,572",145,"Korea, Republic of"
Anyone,Justin Bieber,2021-07-18,"1,571",146,"Korea, Republic of"
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",2021-07-18,"1,569",147,"Korea, Republic of"
Up,Cardi B,2021-07-18,"1,555",148,"Korea, Republic of"
Way Back Home,SHAUN,2021-07-18,"1,527",149,"Korea, Republic of"
Beautiful,Anne-Marie,2021-07-18,"1,525",150,"Korea, Republic of"
My Time,BTS,2021-07-18,"1,507",151,"Korea, Republic of"
친구,BTS,2021-07-18,"1,503",152,"Korea, Republic of"
Qué Más Pues?,"J Balvin, Maria Becerra",2021-07-18,"1,489",153,"Korea, Republic of"
SUN GOES DOWN,Lil Nas X,2021-07-18,"1,480",154,"Korea, Republic of"
comethru,Jeremy Zucker,2021-07-18,"1,480",155,"Korea, Republic of"
벌써 일년,Brown Eyes,2021-07-18,"1,471",156,"Korea, Republic of"
Intentions (feat. Quavo),Justin Bieber,2021-07-18,"1,467",157,"Korea, Republic of"
What Do I Call You,TAEYEON,2021-07-18,"1,467",158,"Korea, Republic of"
Closer,"The Chainsmokers, Halsey",2021-07-18,"1,458",159,"Korea, Republic of"
pov,Ariana Grande,2021-07-18,"1,457",160,"Korea, Republic of"
Aloha,CHO JUNG SEOK,2021-07-18,"1,453",161,"Korea, Republic of"
"Rainy day (Feat. ASH ISLAND, Skinny Brown)",Pateko,2021-07-18,"1,436",162,"Korea, Republic of"
Lost,Maroon 5,2021-07-18,"1,430",163,"Korea, Republic of"
Chosen (feat. Ty Dolla $ign),"Blxst, Tyga",2021-07-18,"1,422",164,"Korea, Republic of"
Fine,TAEYEON,2021-07-18,"1,420",165,"Korea, Republic of"
Tiny Riot,Sam Ryder,2021-07-18,"1,419",166,"Korea, Republic of"
Paris in the Rain,Lauv,2021-07-18,"1,411",167,"Korea, Republic of"
Don't fight the feeling,EXO,2021-07-18,"1,407",168,"Korea, Republic of"
WITHOUT YOU,The Kid LAROI,2021-07-18,"1,405",169,"Korea, Republic of"
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-07-18,"1,403",170,"Korea, Republic of"
Dive Into You,NCT DREAM,2021-07-18,"1,401",171,"Korea, Republic of"
BBIBBI,IU,2021-07-18,"1,396",172,"Korea, Republic of"
instagram,DEAN,2021-07-18,"1,392",173,"Korea, Republic of"
Perfect,Ed Sheeran,2021-07-18,"1,391",174,"Korea, Republic of"
Blueberry Eyes (feat. SUGA of BTS),MAX,2021-07-18,"1,389",175,"Korea, Republic of"
FAKE LOVE,BTS,2021-07-18,"1,386",176,"Korea, Republic of"
Say So,Doja Cat,2021-07-18,"1,384",177,"Korea, Republic of"
Daechwita,Agust D,2021-07-18,"1,381",178,"Korea, Republic of"
Shot in the Dark,John Mayer,2021-07-18,"1,379",179,"Korea, Republic of"
Intro: Singularity,BTS,2021-07-18,"1,373",180,"Korea, Republic of"
Love Yourself,Justin Bieber,2021-07-18,"1,372",181,"Korea, Republic of"
Best Part (feat. Daniel Caesar),H.E.R.,2021-07-18,"1,364",182,"Korea, Republic of"
Wrecked,Imagine Dragons,2021-07-18,"1,359",183,"Korea, Republic of"
Youngblood,5 Seconds of Summer,2021-07-18,"1,358",184,"Korea, Republic of"
i'm so tired...,"Lauv, Troye Sivan",2021-07-18,"1,356",185,"Korea, Republic of"
IDOL,BTS,2021-07-18,"1,351",186,"Korea, Republic of"
As If It's Your Last,BLACKPINK,2021-07-18,"1,348",187,"Korea, Republic of"
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,2021-07-18,"1,347",188,"Korea, Republic of"
Never Not,Lauv,2021-07-18,"1,346",189,"Korea, Republic of"
Be Kind (with Halsey),Marshmello,2021-07-18,"1,342",190,"Korea, Republic of"
Señorita,"Shawn Mendes, Camila Cabello",2021-07-18,"1,337",191,"Korea, Republic of"
Adore You,Harry Styles,2021-07-18,"1,337",192,"Korea, Republic of"
Lost Cause,Billie Eilish,2021-07-18,"1,322",193,"Korea, Republic of"
BEAM BEAM,JEON SOYEON,2021-07-18,"1,320",194,"Korea, Republic of"
Your Shampoo Scent In The Flowers,Jang Beom June,2021-07-18,"1,309",195,"Korea, Republic of"
Through the Night,IU,2021-07-18,"1,307",196,"Korea, Republic of"
Nonstop,OH MY GIRL,2021-07-18,"1,304",197,"Korea, Republic of"
Memory,"Kane Brown, blackbear",2021-07-18,"1,304",198,"Korea, Republic of"
Sweet Night,V,2021-07-18,"1,295",199,"Korea, Republic of"
Need To Know,Doja Cat,2021-07-18,"1,289",200,"Korea, Republic of"
Permission to Dance,BTS,2021-07-19,"32,491",1,"Korea, Republic of"
Butter,BTS,2021-07-19,"24,347",2,"Korea, Republic of"
STAY (with Justin Bieber),The Kid LAROI,2021-07-19,"18,880",3,"Korea, Republic of"
Next Level,aespa,2021-07-19,"14,745",4,"Korea, Republic of"
Bad Habits,Ed Sheeran,2021-07-19,"13,538",5,"Korea, Republic of"
Dynamite,BTS,2021-07-19,"13,449",6,"Korea, Republic of"
Weekend,TAEYEON,2021-07-19,"12,464",7,"Korea, Republic of"
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-07-19,"9,916",8,"Korea, Republic of"
Kiss Me More (feat. SZA),Doja Cat,2021-07-19,"9,369",9,"Korea, Republic of"
good 4 u,Olivia Rodrigo,2021-07-19,"8,277",10,"Korea, Republic of"
Traffic light,Lee Mujin,2021-07-19,"8,201",11,"Korea, Republic of"
Alcohol-Free,TWICE,2021-07-19,"8,172",12,"Korea, Republic of"
Motley Crew,Post Malone,2021-07-19,"8,016",13,"Korea, Republic of"
Levitating (feat. DaBaby),Dua Lipa,2021-07-19,"7,477",14,"Korea, Republic of"
Beggin',Måneskin,2021-07-19,"6,969",15,"Korea, Republic of"
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2021-07-19,"6,869",16,"Korea, Republic of"
LILAC,IU,2021-07-19,"6,480",17,"Korea, Republic of"
Foolish Love,M.O.M,2021-07-19,"6,381",18,"Korea, Republic of"
ASAP,STAYC,2021-07-19,"6,251",19,"Korea, Republic of"
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-07-19,"6,173",20,"Korea, Republic of"
Leave Before You Love Me (with Jonas Brothers),Marshmello,2021-07-19,"6,052",21,"Korea, Republic of"
Life Goes On,BTS,2021-07-19,"5,943",22,"Korea, Republic of"
Dun Dun Dance,OH MY GIRL,2021-07-19,"5,741",23,"Korea, Republic of"
HAPPEN,HEIZE,2021-07-19,"5,494",24,"Korea, Republic of"
Chi Mat Ba Ram,Brave Girls,2021-07-19,"5,375",25,"Korea, Republic of"
Celebrity,IU,2021-07-19,"5,231",26,"Korea, Republic of"
Hello Future,NCT DREAM,2021-07-19,"5,121",27,"Korea, Republic of"
Permission to Dance (Instrumental),BTS,2021-07-19,"5,066",28,"Korea, Republic of"
Hello,JOY,2021-07-19,"5,004",29,"Korea, Republic of"
Boy With Luv (feat. Halsey),BTS,2021-07-19,"4,898",30,"Korea, Republic of"
Rollin',Brave Girls,2021-07-19,"4,884",31,"Korea, Republic of"
MONTERO (Call Me By Your Name),Lil Nas X,2021-07-19,"4,818",32,"Korea, Republic of"
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-07-19,"4,667",33,"Korea, Republic of"
OHAYO MY NIGHT,"D-Hack, Pateko",2021-07-19,"4,564",34,"Korea, Republic of"
You Right,"Doja Cat, The Weeknd",2021-07-19,"4,526",35,"Korea, Republic of"
Black Mamba,aespa,2021-07-19,"4,482",36,"Korea, Republic of"
On The Ground,ROSÉ,2021-07-19,"4,445",37,"Korea, Republic of"
Hold On,Justin Bieber,2021-07-19,"4,355",38,"Korea, Republic of"
Lovesick Girls,BLACKPINK,2021-07-19,"4,128",39,"Korea, Republic of"
deja vu,Olivia Rodrigo,2021-07-19,"4,066",40,"Korea, Republic of"
NDA,Billie Eilish,2021-07-19,"4,015",41,"Korea, Republic of"
MELODY,ASH ISLAND,2021-07-19,"4,011",42,"Korea, Republic of"
0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,2021-07-19,"3,881",43,"Korea, Republic of"
eight(Prod.&Feat. SUGA of BTS),IU,2021-07-19,"3,788",44,"Korea, Republic of"
After School,Weeekly,2021-07-19,"3,670",45,"Korea, Republic of"
Build a Bitch,Bella Poarch,2021-07-19,"3,534",46,"Korea, Republic of"
Watermelon Sugar,Harry Styles,2021-07-19,"3,426",47,"Korea, Republic of"
Rain and You,Lee Mujin,2021-07-19,"3,380",48,"Korea, Republic of"
Butter (Instrumental),BTS,2021-07-19,"3,354",49,"Korea, Republic of"
Ready to love,SEVENTEEN,2021-07-19,"3,214",50,"Korea, Republic of"
Butter (Hotter Remix),BTS,2021-07-19,"3,187",51,"Korea, Republic of"
ON,BTS,2021-07-19,"3,162",52,"Korea, Republic of"
Heat Waves,Glass Animals,2021-07-19,"3,150",53,"Korea, Republic of"
Ain't Shit,Doja Cat,2021-07-19,"3,132",54,"Korea, Republic of"
Heartbreak Anniversary,Giveon,2021-07-19,"3,115",55,"Korea, Republic of"
WE GO,fromis_9,2021-07-19,"3,040",56,"Korea, Republic of"
In the morning,ITZY,2021-07-19,"2,924",57,"Korea, Republic of"
Rain Song (Feat. Colde),Epik High,2021-07-19,"2,894",58,"Korea, Republic of"
Blueming,IU,2021-07-19,"2,877",59,"Korea, Republic of"
We Ride,Brave Girls,2021-07-19,"2,865",60,"Korea, Republic of"
PTT (Paint The Town),LOONA,2021-07-19,"2,820",61,"Korea, Republic of"
Only You,JSDK,2021-07-19,"2,801",62,"Korea, Republic of"
Hot Sauce,NCT DREAM,2021-07-19,"2,764",63,"Korea, Republic of"
Blinding Lights,The Weeknd,2021-07-19,"2,758",64,"Korea, Republic of"
Todo De Ti,Rauw Alejandro,2021-07-19,"2,645",65,"Korea, Republic of"
Butter (Sweeter Remix),BTS,2021-07-19,"2,638",66,"Korea, Republic of"
Astronaut In The Ocean,Masked Wolf,2021-07-19,"2,626",67,"Korea, Republic of"
Butter (Cooler Remix),BTS,2021-07-19,"2,609",68,"Korea, Republic of"
People Watching,Conan Gray,2021-07-19,"2,562",69,"Korea, Republic of"
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,2021-07-19,"2,544",70,"Korea, Republic of"
drivers license,Olivia Rodrigo,2021-07-19,"2,533",71,"Korea, Republic of"
Film out,BTS,2021-07-19,"2,526",72,"Korea, Republic of"
Circles,Post Malone,2021-07-19,"2,505",73,"Korea, Republic of"
traitor,Olivia Rodrigo,2021-07-19,"2,504",74,"Korea, Republic of"
At My Worst,Pink Sweat$,2021-07-19,"2,452",75,"Korea, Republic of"
"Siren Remix (Feat. UNEDUCATED KID, Paul Blanco)",homieduel,2021-07-19,"2,430",76,"Korea, Republic of"
상상더하기,LABOUM,2021-07-19,"2,425",77,"Korea, Republic of"
I Like You,CHO JUNG SEOK,2021-07-19,"2,406",78,"Korea, Republic of"
Don't Start Now,Dua Lipa,2021-07-19,"2,378",79,"Korea, Republic of"
Off My Face,Justin Bieber,2021-07-19,"2,353",80,"Korea, Republic of"
I WANNA BE YOUR SLAVE,Måneskin,2021-07-19,"2,337",81,"Korea, Republic of"
working,"Tate McRae, Khalid",2021-07-19,"2,336",82,"Korea, Republic of"
Right Through Me,DAY6 (Even of Day),2021-07-19,"2,330",83,"Korea, Republic of"
Thot Shit,Megan Thee Stallion,2021-07-19,"2,317",84,"Korea, Republic of"
How You Like That,BLACKPINK,2021-07-19,"2,315",85,"Korea, Republic of"
Mood (feat. iann dior),24kGoldn,2021-07-19,"2,304",86,"Korea, Republic of"
Stuck with U (with Justin Bieber),Ariana Grande,2021-07-19,"2,278",87,"Korea, Republic of"
Run,OneRepublic,2021-07-19,"2,255",88,"Korea, Republic of"
Coin,IU,2021-07-19,"2,242",89,"Korea, Republic of"
up to me,LANY,2021-07-19,"2,227",90,"Korea, Republic of"
Our Song,"Anne-Marie, Niall Horan",2021-07-19,"2,216",91,"Korea, Republic of"
Euphoria,BTS,2021-07-19,"2,215",92,"Korea, Republic of"
Telepathy,BTS,2021-07-19,"2,185",93,"Korea, Republic of"
Mikrokosmos,BTS,2021-07-19,"2,181",94,"Korea, Republic of"
Dis-ease,BTS,2021-07-19,"2,148",95,"Korea, Republic of"
2002,Anne-Marie,2021-07-19,"2,148",96,"Korea, Republic of"
34+35,Ariana Grande,2021-07-19,"2,132",97,"Korea, Republic of"
Blue & Grey,BTS,2021-07-19,"2,114",98,"Korea, Republic of"
Carabiner (Prod. GroovyRoom),ASH ISLAND,2021-07-19,"2,082",99,"Korea, Republic of"
Timeless,SG Wannabe,2021-07-19,"2,047",100,"Korea, Republic of"
Spring Day,BTS,2021-07-19,"2,028",101,"Korea, Republic of"
Wild Side (feat. Cardi B),Normani,2021-07-19,"2,023",102,"Korea, Republic of"
METEOR,CHANGMO,2021-07-19,"2,008",103,"Korea, Republic of"
Stay,BTS,2021-07-19,"1,991",104,"Korea, Republic of"
RAPSTAR,Polo G,2021-07-19,"1,991",105,"Korea, Republic of"
사이렌,homieduel,2021-07-19,"1,969",106,"Korea, Republic of"
Make it,2PM,2021-07-19,"1,969",107,"Korea, Republic of"
I Like Me Better,Lauv,2021-07-19,"1,961",108,"Korea, Republic of"
for lovers who hesitate,JANNABI,2021-07-19,"1,937",109,"Korea, Republic of"
Savage Love (Laxed – Siren Beat) [BTS Remix],"Jawsh 685, Jason Derulo",2021-07-19,"1,937",110,"Korea, Republic of"
positions,Ariana Grande,2021-07-19,"1,931",111,"Korea, Republic of"
Beautiful,Anne-Marie,2021-07-19,"1,920",112,"Korea, Republic of"
Memories,Maroon 5,2021-07-19,"1,920",113,"Korea, Republic of"
Gone,ROSÉ,2021-07-19,"1,915",114,"Korea, Republic of"
Love Again,Dua Lipa,2021-07-19,"1,914",115,"Korea, Republic of"
I CAN'T STOP ME,TWICE,2021-07-19,"1,911",116,"Korea, Republic of"
Yellow Cab,DPR LIVE,2021-07-19,"1,899",117,"Korea, Republic of"
Little Bit of Love,Tom Grennan,2021-07-19,"1,899",118,"Korea, Republic of"
Psycho,Red Velvet,2021-07-19,"1,892",119,"Korea, Republic of"
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2021-07-19,"1,874",120,"Korea, Republic of"
Holy (feat. Chance The Rapper),Justin Bieber,2021-07-19,"1,871",121,"Korea, Republic of"
Panorama,IZ*ONE,2021-07-19,"1,865",122,"Korea, Republic of"
Fly To My Room,BTS,2021-07-19,"1,861",123,"Korea, Republic of"
Yonaguni,Bad Bunny,2021-07-19,"1,849",124,"Korea, Republic of"
Square (2017),Yerin Baek,2021-07-19,"1,848",125,"Korea, Republic of"
Dolphin,OH MY GIRL,2021-07-19,"1,845",126,"Korea, Republic of"
Hold my hand,IU,2021-07-19,"1,842",127,"Korea, Republic of"
Reckless,Madison Beer,2021-07-19,"1,836",128,"Korea, Republic of"
double take,dhruv,2021-07-19,"1,827",129,"Korea, Republic of"
Filter,BTS,2021-07-19,"1,822",130,"Korea, Republic of"
"10,000 Hours (with Justin Bieber)",Dan + Shay,2021-07-19,"1,822",131,"Korea, Republic of"
dancing in the kitchen,LANY,2021-07-19,"1,809",132,"Korea, Republic of"
Anyone,Justin Bieber,2021-07-19,"1,798",133,"Korea, Republic of"
Ah puh,IU,2021-07-19,"1,789",134,"Korea, Republic of"
DNA,BTS,2021-07-19,"1,783",135,"Korea, Republic of"
"Rainy day (Feat. ASH ISLAND, Skinny Brown)",Pateko,2021-07-19,"1,776",136,"Korea, Republic of"
You,"Regard, Troye Sivan, Tate McRae",2021-07-19,"1,759",137,"Korea, Republic of"
Strawberries & Cigarettes,Troye Sivan,2021-07-19,"1,750",138,"Korea, Republic of"
Pretty Savage,BLACKPINK,2021-07-19,"1,744",139,"Korea, Republic of"
Life Is Still Going On,NCT DREAM,2021-07-19,"1,729",140,"Korea, Republic of"
VVS,"Mirani, Munchman, Khundi Panda, MUSHVENOM, JUSTHIS",2021-07-19,"1,706",141,"Korea, Republic of"
Tiny Riot,Sam Ryder,2021-07-19,"1,703",142,"Korea, Republic of"
"How can I love the heartbreak, you're the one I love",AKMU,2021-07-19,"1,700",143,"Korea, Republic of"
WHAT WOULD YOU DO? (feat. Pink Sweat$),HONNE,2021-07-19,"1,699",144,"Korea, Republic of"
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",2021-07-19,"1,698",145,"Korea, Republic of"
Maniac,Conan Gray,2021-07-19,"1,691",146,"Korea, Republic of"
Up,Cardi B,2021-07-19,"1,691",147,"Korea, Republic of"
Qué Más Pues?,"J Balvin, Maria Becerra",2021-07-19,"1,682",148,"Korea, Republic of"
Shape of You,Ed Sheeran,2021-07-19,"1,663",149,"Korea, Republic of"
욱 (UGH!),BTS,2021-07-19,"1,651",150,"Korea, Republic of"
Way Back Home,SHAUN,2021-07-19,"1,648",151,"Korea, Republic of"
夜に駆ける,YOASOBI,2021-07-19,"1,647",152,"Korea, Republic of"
Need To Know,Doja Cat,2021-07-19,"1,644",153,"Korea, Republic of"
What Do I Call You,TAEYEON,2021-07-19,"1,641",154,"Korea, Republic of"
Chosen (feat. Ty Dolla $ign),"Blxst, Tyga",2021-07-19,"1,638",155,"Korea, Republic of"
comethru,Jeremy Zucker,2021-07-19,"1,638",156,"Korea, Republic of"
Lost,Maroon 5,2021-07-19,"1,618",157,"Korea, Republic of"
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-07-19,"1,614",158,"Korea, Republic of"
Anti-Romantic,TOMORROW X TOGETHER,2021-07-19,"1,609",159,"Korea, Republic of"
SUN GOES DOWN,Lil Nas X,2021-07-19,"1,609",160,"Korea, Republic of"
Dive Into You,NCT DREAM,2021-07-19,"1,607",161,"Korea, Republic of"
WITHOUT YOU,The Kid LAROI,2021-07-19,"1,603",162,"Korea, Republic of"
Intentions (feat. Quavo),Justin Bieber,2021-07-19,"1,584",163,"Korea, Republic of"
MIC Drop (Steve Aoki Remix) [Full Length Edition],BTS,2021-07-19,"1,559",164,"Korea, Republic of"
Never Not,Lauv,2021-07-19,"1,555",165,"Korea, Republic of"
Fine,TAEYEON,2021-07-19,"1,553",166,"Korea, Republic of"
Paris in the Rain,Lauv,2021-07-19,"1,541",167,"Korea, Republic of"
As If It's Your Last,BLACKPINK,2021-07-19,"1,524",168,"Korea, Republic of"
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,2021-07-19,"1,523",169,"Korea, Republic of"
Adore You,Harry Styles,2021-07-19,"1,523",170,"Korea, Republic of"
BBIBBI,IU,2021-07-19,"1,518",171,"Korea, Republic of"
Sweet Night,V,2021-07-19,"1,513",172,"Korea, Republic of"
Say So,Doja Cat,2021-07-19,"1,511",173,"Korea, Republic of"
pov,Ariana Grande,2021-07-19,"1,501",174,"Korea, Republic of"
벌써 일년,Brown Eyes,2021-07-19,"1,498",175,"Korea, Republic of"
FAKE LOVE,BTS,2021-07-19,"1,489",176,"Korea, Republic of"
IDOL,BTS,2021-07-19,"1,479",177,"Korea, Republic of"
instagram,DEAN,2021-07-19,"1,471",178,"Korea, Republic of"
One Day More,BIG MAMA,2021-07-19,"1,465",179,"Korea, Republic of"
BEAM BEAM,JEON SOYEON,2021-07-19,"1,463",180,"Korea, Republic of"
Don't fight the feeling,EXO,2021-07-19,"1,461",181,"Korea, Republic of"
Black Swan,BTS,2021-07-19,"1,458",182,"Korea, Republic of"
Don't Look Back in Anger - Remastered,Oasis,2021-07-19,"1,453",183,"Korea, Republic of"
Love Yourself,Justin Bieber,2021-07-19,"1,447",184,"Korea, Republic of"
Be Kind (with Halsey),Marshmello,2021-07-19,"1,446",185,"Korea, Republic of"
Lost Cause,Billie Eilish,2021-07-19,"1,436",186,"Korea, Republic of"
Magic Shop,BTS,2021-07-19,"1,435",187,"Korea, Republic of"
Chicken Noodle Soup (feat. Becky G),j-hope,2021-07-19,"1,433",188,"Korea, Republic of"
Perfect,Ed Sheeran,2021-07-19,"1,433",189,"Korea, Republic of"
Closer,"The Chainsmokers, Halsey",2021-07-19,"1,426",190,"Korea, Republic of"
Shot in the Dark,John Mayer,2021-07-19,"1,425",191,"Korea, Republic of"
Best Part (feat. Daniel Caesar),H.E.R.,2021-07-19,"1,418",192,"Korea, Republic of"
Aloha,CHO JUNG SEOK,2021-07-19,"1,418",193,"Korea, Republic of"
Fire,BTS,2021-07-19,"1,403",194,"Korea, Republic of"
Not Shy,ITZY,2021-07-19,"1,403",195,"Korea, Republic of"
Your Shampoo Scent In The Flowers,Jang Beom June,2021-07-19,"1,403",196,"Korea, Republic of"
Through the Night,IU,2021-07-19,"1,399",197,"Korea, Republic of"
My Time,BTS,2021-07-19,"1,398",198,"Korea, Republic of"
Falling,Harry Styles,2021-07-19,"1,394",199,"Korea, Republic of"
Blueberry Eyes (feat. SUGA of BTS),MAX,2021-07-19,"1,392",200,"Korea, Republic of"
Permission to Dance,BTS,2021-07-21,"32,102",1,"Korea, Republic of"
Butter,BTS,2021-07-21,"24,894",2,"Korea, Republic of"
STAY (with Justin Bieber),The Kid LAROI,2021-07-21,"18,038",3,"Korea, Republic of"
Next Level,aespa,2021-07-21,"14,678",4,"Korea, Republic of"
Bad Habits,Ed Sheeran,2021-07-21,"13,156",5,"Korea, Republic of"
Weekend,TAEYEON,2021-07-21,"11,927",6,"Korea, Republic of"
Dynamite,BTS,2021-07-21,"11,698",7,"Korea, Republic of"
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-07-21,"10,137",8,"Korea, Republic of"
Kiss Me More (feat. SZA),Doja Cat,2021-07-21,"9,286",9,"Korea, Republic of"
good 4 u,Olivia Rodrigo,2021-07-21,"8,290",10,"Korea, Republic of"
Alcohol-Free,TWICE,2021-07-21,"7,833",11,"Korea, Republic of"
Traffic light,Lee Mujin,2021-07-21,"7,796",12,"Korea, Republic of"
Motley Crew,Post Malone,2021-07-21,"7,662",13,"Korea, Republic of"
Levitating (feat. DaBaby),Dua Lipa,2021-07-21,"7,380",14,"Korea, Republic of"
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2021-07-21,"6,651",15,"Korea, Republic of"
Beggin',Måneskin,2021-07-21,"6,582",16,"Korea, Republic of"
LILAC,IU,2021-07-21,"6,485",17,"Korea, Republic of"
Foolish Love,M.O.M,2021-07-21,"6,235",18,"Korea, Republic of"
ASAP,STAYC,2021-07-21,"6,203",19,"Korea, Republic of"
Leave Before You Love Me (with Jonas Brothers),Marshmello,2021-07-21,"6,156",20,"Korea, Republic of"
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-07-21,"6,087",21,"Korea, Republic of"
Life Goes On,BTS,2021-07-21,"5,964",22,"Korea, Republic of"
Dun Dun Dance,OH MY GIRL,2021-07-21,"5,825",23,"Korea, Republic of"
Boy With Luv (feat. Halsey),BTS,2021-07-21,"5,414",24,"Korea, Republic of"
Celebrity,IU,2021-07-21,"5,299",25,"Korea, Republic of"
Chi Mat Ba Ram,Brave Girls,2021-07-21,"5,235",26,"Korea, Republic of"
HAPPEN,HEIZE,2021-07-21,"5,168",27,"Korea, Republic of"
Permission to Dance (Instrumental),BTS,2021-07-21,"5,005",28,"Korea, Republic of"
Hello Future,NCT DREAM,2021-07-21,"4,891",29,"Korea, Republic of"
